Make,Model,ModelNumber,Transmission,EngineCapacity,seating,Fuel,CRSP
YAMAHA,NMAX,8BJ-SEG6J,6MT,124 ,2 ,GASOLINE,"  476,751 "
YAMAHA,NMAX ABS,2BJ-SED6J,CVT,124 ,2 ,GASOLINE,"  420,473 "
YAMAHA,NMAX ABS,2BK-SG42J,CVT,249 ,2 ,GASOLINE,"  769,789 "
YAMAHA,NMAX ABS,8BJ-SEG6J,CVT,124 ,2 ,GASOLINE,"  490,983 "
YAMAHA,NMAX155 ABS,2BK-SG50J,CVT,155 ,2 ,GASOLINE,"  452,817 "
YAMAHA,NMAX155 ABS,8BK-SG66J,CVT,155 ,2 ,GASOLINE,"  526,561 "
YAMAHA,NMAX155 ABS,2BK-SG50J,6MT,155 ,2 ,GASOLINE,"  498,099 "
YAMAHA,NMAX1555 ABS,2BK-SG50J,CVT,155 ,2 ,GASOLINE,"  452,817 "
YAMAHA,PW50,2SAL,6MT,49 ,1 ,GASOLINE,"  207,002 "
YAMAHA,S400 FINAL EDITION,2BL-RH16J,6MT,399 ,2 ,GASOLINE,"  711,569 "
YAMAHA,SCR950 ABS,2BL-VN09J,5MT,941 ,2 ,GASOLINE,"  1,270,475 "
YAMAHA,SEROW 250,2BK-DG31J,5MT,249 ,2 ,GASOLINE,"  676,638 "
YAMAHA,SEROW FINAL EDITION,2BK-DG31J,6MT,249 ,2 ,GASOLINE,"  692,163 "
YAMAHA,SEROW250,2BK-DG31J,5MT,249 ,2 ,GASOLINE,"  676,638 "
YAMAHA,SR400,2BL-RH16J,5MT,399 ,2 ,GASOLINE,"  685,694 "
YAMAHA,TENERE700,2BL-DM09J,6MT,688 ,2 ,GASOLINE,"  1,487,827 "
YAMAHA,TENERE700,6BL-DM13J,6MT,688 ,2 ,GASOLINE,"  1,736,229 "
YAMAHA,TENERE700,8BL-DM13J,6MT,688 ,2 ,GASOLINE,"  1,807,386 "
YAMAHA,TMAX 560 TECH MAX ABS,8BL-SJ19J,CVT,561 ,2 ,GASOLINE,"  2,070,667 "
YAMAHA,TMAX SX ABS,2BL-SJ15J,CVT,530 ,2 ,GASOLINE,"  1,487,827 "
YAMAHA,TMAX560 ABS,8BL-SJ19J,CVT,561 ,2 ,GASOLINE,"  1,500,765 "
YAMAHA,TMAX560 TECH MAX ABS,8BL-SJ19J,CVT,561 ,2 ,GASOLINE,"  2,070,667 "
YAMAHA,TMAX650 ABS,8BL-SJ19J,6MT,561 ,2 ,GASOLINE,"  1,650,841 "
YAMAHA,TRACER 900 ABS,2BL-RN51J,6MT,845 ,2 ,GASOLINE,"  1,332,575 "
YAMAHA,TRACER GT ABS,8BL-RN70J,6MT,888 ,2 ,GASOLINE,"  1,935,469 "
YAMAHA,TRACER9 GT ABS,8BL-RN70J,6MT,888 ,2 ,GASOLINE,"  1,935,469 "
YAMAHA,TRACER9 GT+ ABS,8BL-RN70J,6MT,888 ,2 ,GASOLINE,"  2,362,410 "
YAMAHA,TRICITY 125,8BJ-SEK1J,CVT,124 ,2 ,GASOLINE,"  640,412 "
YAMAHA,TRICITY 125,2BJ-SEC1J,CVT,124 ,2 ,GASOLINE,"  597,718 "
YAMAHA,TRICITY 125 ABS,2BJ-SEC1J,CVT,124 ,2 ,GASOLINE,"  543,380 "
YAMAHA,TRICITY 125 ABS,8BL-1JSEC,CVT,124 ,2 ,GASOLINE,"  640,412 "
YAMAHA,TRICITY 155 ABS,2BK-SG37J,CVT,155 ,2 ,GASOLINE,"  569,256 "
YAMAHA,TRICITY155 ABS,8BK-SG37J,CVT,155 ,2 ,GASOLINE,"  732,916 "
YAMAHA,TRICITY155 ABS,8BK-SG81J,CVT,155 ,2 ,GASOLINE,"  732,916 "
YAMAHA,TRICITY 300 ABS,2BL-SH15J,CVT,292 ,2 ,GASOLINE,"  1,238,131 "
YAMAHA,TRICITY300 ABS,8BL-SH21J,CVT,292 ,2 ,GASOLINE,"  1,351,982 "
YAMAHA,TRICKER,2BK-DG32J,5MT,249 ,2 ,GASOLINE,"  560,199 "
YAMAHA,VINO,2BH-AY02,CVT,49 ,1 ,GASOLINE,"  239,346 "
YAMAHA,X FORCE ABS,8BK-SG79J,CVT,155 ,2 ,GASOLINE,"  512,330 "
YAMAHA,XMAX ABS,2BK-SG42J,CVT,249 ,2 ,GASOLINE,"  769,789 "
YAMAHA,XMAX ABS,2BK-SG42J,6MT,249 ,2 ,GASOLINE,"  846,768 "
YAMAHA,XMAX ABS,8BK-SG70J,CVT,249 ,2 ,GASOLINE,"  846,768 "
YAMAHA,XS700 ABS,8BL-RM41J,6MT,688 ,2 ,GASOLINE,"  1,295,056 "
YAMAHA,XSR125 ABS,6BJ-RE46J,6MT,124 ,2 ,GASOLINE,"  654,644 "
YAMAHA,XSR700 ABS,2BL-RM22J,6MT,688 ,2 ,GASOLINE,"  1,077,704 "
YAMAHA,XSR700 ABS,8BL-RM41J,6MT,688 ,2 ,GASOLINE,"  1,295,056 "
YAMAHA,XSR900 ABS,2BL-RN56J,6MT,845 ,2 ,GASOLINE,"  1,248,481 "
YAMAHA,XSR900 ABS,8BL-RN80J,6MT,888 ,2 ,GASOLINE,"  1,565,453 "
YAMAHA,XSR900 GP ABS,8BL-RN96J,6MT,888 ,2 ,GASOLINE,"  1,850,080 "
YAMAHA,YFF-R25,2BK-RG43J,6MT,249 ,2 ,GASOLINE,"  718,038 "
YAMAHA,YZ125,B0V3,6MT,124 ,1 ,GASOLINE,"  737,445 "
YAMAHA,YZ125,B0V7,6MT,124 ,1 ,GASOLINE,"  737,445 "
YAMAHA,YZ125X,B1B3,6MT,124 ,1 ,GASOLINE,"  750,382 "
YAMAHA,YZ125X,B1B4,6MT,124 ,1 ,GASOLINE,"  750,382 "
YAMAHA,YZ250,B0U3,5MT,249 ,1 ,GASOLINE,"  866,821 "
YAMAHA,YZ250,BRU7,6MT,249 ,1 ,GASOLINE,"  866,821 "
YAMAHA,YZ250F,B7B3,5MT,249 ,1 ,GASOLINE,"  1,047,948 "
YAMAHA,YZ250F,B7B7,6MT,249 ,1 ,GASOLINE,"  1,047,948 "
YAMAHA,YZ250FX,B29R,6MT,249 ,1 ,GASOLINE,"  970,322 "
YAMAHA,YZ250FX,BAJ4,6MT,249 ,1 ,GASOLINE,"  1,099,698 "
YAMAHA,YZ250X,BF1F,5MT,249 ,1 ,GASOLINE,"  879,759 "
YAMAHA,YZ250X,BF1J,6MT,249 ,1 ,GASOLINE,"  879,759 "
YAMAHA,YZ450F,BR97,5MT,449 ,1 ,GASOLINE,"  1,216,137 "
YAMAHA,YZ450F,B2W3,5MT,449 ,1 ,GASOLINE,"  1,267,887 "
YAMAHA,YZ450FX,B3J4,5MT,449 ,1 ,GASOLINE,"  1,267,887 "
YAMAHA,YZ450FX,B3J8,5MT,449 ,1 ,GASOLINE,"  1,267,887 "
YAMAHA,YZ65,BR87,6MT,64 ,1 ,GASOLINE,"  582,193 "
YAMAHA,YZ85,BR83,6MT,64 ,1 ,GASOLINE,"  569,256 "
YAMAHA,YZ85,B4B3,6MT,84 ,1 ,GASOLINE,"  595,131 "
YAMAHA,YZ85,B4B6,6MT,84 ,1 ,GASOLINE,"  595,131 "
YAMAHA,YZ85L W,B0G6,6MT,84 ,1 ,GASOLINE,"  608,068 "
YAMAHA,YZ85LW,B0G3,6MT,84 ,1 ,GASOLINE,"  608,068 "
YAMAHA,YZF ABS,8BL-RH21J,6MT,320 ,2 ,GASOLINE,"  939,272 "
YAMAHA,YZF-R1 ABS,2BL-RN65J,6MT,997 ,2 ,GASOLINE,"  2,781,589 "
YAMAHA,YZF-R1 ABS,8BL-RN65J,6MT,997 ,2 ,GASOLINE,"  3,059,748 "
YAMAHA,YZF-R125 ABS,8BL-RE45J,6MT,124 ,2 ,GASOLINE,"  668,875 "
YAMAHA,YZF-R15 ABS,8BK-RG86J,6MT,155 ,2 ,GASOLINE,"  711,569 "
YAMAHA,YZF-R1M,2BL-RN65J,6MT,997 ,2 ,GASOLINE,"  3,751,911 "
YAMAHA,YZF-R1M,8BL-RN65J,6MT,997 ,2 ,GASOLINE,"  4,127,102 "
YAMAHA,YZF-R1M ABS,8BL-RN65J,6MT,997 ,2 ,GASOLINE,"  4,127,102 "
YAMAHA,YZF-R25,2BK-RG43J,6MT,249 ,2 ,GASOLINE,"  718,038 "
YAMAHA,YZF-R25 ABS,8BK-RG74J,6MT,249 ,2 ,GASOLINE,"  893,731 "
YAMAHA,YZF-R3 ABS,2BL-RH13J,6MT,320 ,2 ,GASOLINE,"  808,602 "
YAMAHA,YZF-R3 ABS,8BL-RH21J,6MT,320 ,2 ,GASOLINE,"  939,272 "
YAMAHA,YZF-R7 ABS,8BL-RM39J,6MT,688 ,2 ,GASOLINE,"  1,364,790 "
YAMAHA,YZF-RF1 ABS,8BL-RN65J,6MT,997 ,2 ,GASOLINE,"  3,059,748 "
